"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 22 19:51:01 GMT 2022","Wed Jun 22 19:51:07 GMT 2022","6125","Conduit_vizsgaremek","test_conduit","TestConduit","","","test_browsing_the_pages",""
"passed","Wed Jun 22 19:50:48 GMT 2022","Wed Jun 22 19:50:51 GMT 2022","2783","Conduit_vizsgaremek","test_conduit","TestConduit","","","test_valid_user_registration",""
"passed","Wed Jun 22 19:51:09 GMT 2022","Wed Jun 22 19:51:12 GMT 2022","3277","Conduit_vizsgaremek","test_conduit","TestConduit","","","test_posting_a_comment",""
"passed","Wed Jun 22 19:51:44 GMT 2022","Wed Jun 22 19:51:51 GMT 2022","7446","Conduit_vizsgaremek","test_conduit","TestConduit","","","test_deleting_an_article",""
"passed","Wed Jun 22 19:50:45 GMT 2022","Wed Jun 22 19:50:46 GMT 2022","934","Conduit_vizsgaremek","test_conduit","TestConduit","","","test_no_data_registration",""
"passed","Wed Jun 22 19:51:56 GMT 2022","Wed Jun 22 19:51:59 GMT 2022","2455","Conduit_vizsgaremek","test_conduit","TestConduit","","","test_logout",""
"passed","Wed Jun 22 19:50:53 GMT 2022","Wed Jun 22 19:50:54 GMT 2022","902","Conduit_vizsgaremek","test_conduit","TestConduit","","","test_login_as_registered_user",""
"passed","Wed Jun 22 19:51:53 GMT 2022","Wed Jun 22 19:51:54 GMT 2022","1225","Conduit_vizsgaremek","test_conduit","TestConduit","","","test_downloading_data_to_file",""
"passed","Wed Jun 22 19:50:33 GMT 2022","Wed Jun 22 19:50:43 GMT 2022","10170","Conduit_vizsgaremek","test_conduit","TestConduit","","","test_accept_the_cookies",""
"passed","Wed Jun 22 19:50:55 GMT 2022","Wed Jun 22 19:50:59 GMT 2022","3920","Conduit_vizsgaremek","test_conduit","TestConduit","","","test_listing_the_article",""
"passed","Wed Jun 22 19:51:34 GMT 2022","Wed Jun 22 19:51:42 GMT 2022","8150","Conduit_vizsgaremek","test_conduit","TestConduit","","","test_modifying_existing_article",""
"passed","Wed Jun 22 19:51:14 GMT 2022","Wed Jun 22 19:51:32 GMT 2022","17982","Conduit_vizsgaremek","test_conduit","TestConduit","","","test_data_input_from_file",""
